"Release_Number","Localized_Title_EN","System","Publisher","Country","Language","Genre","Release_Date","Dump_Group","Dump_Directory_Name","Dump_File_Name","Dump_Date","Internal_Title","Internal_Serial","Internal_Version","Complement_Check","CRC32","ROM_Size","Save_Type","Comments","Release_Notes"
"700","Silk to Cotton","GameBoy Advance","KiKi Co Ltd","Japan","Japanese","","","Cezar","","c-silk.zip","2002-11-01","SILK&COTTON","AGB-A7IJ-JPN","1.0","7Bh","515E2127h","64 Mbit","SRAM_V112 (256Kbit)","",""
"701","Best Play Pro Yakyuu","GameBoy Advance","Enterbrain","Japan","Japanese","","","Chakky","","chk-bppy.zip","2002-11-02","BP-BASEBALL","AGB-A8YJ-JPN","1.0","ADh","61709D3Dh","32 Mbit","FLASH_V126 (512Kbit)","",""
"702","Minami no Umi no Odyssey","GameBoy Advance","Global A","Japan","Japanese","","","Chakky","","chk-nuo.zip","2002-11-02","TRAP2 MINAMI","AGB-AODJ-JPN","1.0","5Dh","6E53115Bh","32 Mbit","EEPROM_V122 (4Kbit)","",""
"703","Monster Farm Advance 2","GameBoy Advance","Tecmo","Japan","Japanese","","","Chakky","","chk-mon2.zip","2002-11-03","MONSTERFARM2","AGB-A2QJ-JPN","1.0","48h","1B14CF53h","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"704","DiGi Charat DigiCommunication","GameBoy Advance","Broccoli","Japan","Japanese","","","Chakky","","chk-dgcr.zip","2002-11-03","DIGICOM","AGB-A3OJ-JPN","1.0","CAh","6C04250Eh","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"705","Masters of the Universe - He-Man - Power of Grayskull","GameBoy Advance","TDK","USA","English","","","Venom","","v-heman.zip","2002-11-03","HE-MAN POWER","AGB-AGUE-USA","1.0","63h","75491E30h","64 Mbit","No Save","",""
"706","Dungeons and Dragons - Eye of the Beholder","GameBoy Advance","Infogrames","USA","English","","","Venom","","v-ddeotb.zip","2002-11-03","DDEOTB","AGB-AD4E-USA","1.0","3Ah","91B16892h","32 Mbit","SRAM_F_V102 (256Kbit)","",""
"707","Tony Hawk's Pro Skater 4","GameBoy Advance","Activision","USA","English","","","Rapid Fire","","rpf-thp4.zip","2002-11-04","TONY HAWK 4!","AGB-AT6E-USA","1.0","D0h","8CB0AA77h","64 Mbit","EEPROM_V122 (64Kbit)","",""
"708","Reign Of Fire","GameBoy Advance","BAM!","USA","Multi 5","","","Noitami","","n-rof.zip","2002-11-04","REIGN OF FIR","AGB-AR9E-USA","1.0","93h","B48F8D57h","64 Mbit","No Save","",""
"709","Pocky & Rocky with Becky","GameBoy Advance","Natsume","USA","English","","","Venom","","v-pokrok.zip","2002-11-05","POCKY-ROCKY","AGB-APKE-USA","1.0","77h","53A8EE86h","32 Mbit","No Save","",""
"710","The Powerpuff Girls - Him and Seek","GameBoy Advance","BAM!","USA","English","","","Venom","","v-ppghas.zip","2002-11-05","PPG HIM N SE","AGB-AP5E-USA","1.0","B9h","4D22B35Eh","64 Mbit","EEPROM_V122 (4Kbit)","",""
"711","Dexter's Lab - Chess Challenge","GameBoy Advance","BAM!","USA","English","","","Venom","","v-dexlab.zip","2002-11-05","DEXTER CHESS","AGB-ADXE-USA","1.0","4Bh","AE61322Eh","64 Mbit","No Save","",""
"712","Disney's Treasure Planet","GameBoy Advance","Ubi Soft","USA","English","","","Venom","","v-dtp.zip","2002-11-05","DIS T PLANET","AGB-AZQE-USA","1.0","63h","8B14F9ECh","64 Mbit","No Save","",""
"713","Crazy Chase","GameBoy Advance","Kemco","USA","English","","","Evasion","","eva-ccus.zip","2002-11-05","CRAZY CHASE","AGB-ACCE-USA","1.0","BBh","CABA1DB9h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"714","Godzilla Domination","GameBoy Advance","Infogrames","Europe","Multi 5","","","Eurasia","","eur-godo.zip","2002-11-05","GODZILLADOMI","AGB-AG4P-EUR","1.0","5Fh","6FFFEBB1h","32 Mbit","No Save","",""
"715","The Lord of the Rings - The Fellowship of the Ring","GameBoy Advance","Vivendi","Europe","Multi 5","","","Cezar","","c-lotr.zip","2002-11-05","UNIEUROLOTR","AGB-ALOP-EUR","1.0","42h","2380B93Ah","64 Mbit","EEPROM_V122 (64Kbit)","",""
"716","Davis Cup","GameBoy Advance","Ubi Soft","USA","Multi 5","","","Evasion","","eva-dcus.zip","2002-11-05","DAVIS CUP","AGB-AD6E-USA","1.0","6Dh","82B4D89Ch","32 Mbit","EEPROM_V122 (4Kbit)","",""
"717","The Lord of the Rings - The Two Towers","GameBoy Advance","Electronic Arts","USA","Multi 6","","","Mode7","","m7-lotr2.zip","2002-11-06","TWO TOWERS","AGB-ALPE-USA","1.0","C2h","A1E3BF33h","128 Mbit","EEPROM_V122 (4Kbit)","",""
"718","Justice League - Injustice for All","GameBoy Advance","Midway","USA","English","","","Eurasia","","eur-jila.zip","2002-11-06","INJUSTICEFOR","AGB-AJLE-USA","1.0","27h","7202B50Dh","128 Mbit","EEPROM_V122 (4Kbit) (Patched)","",""
"719","Wer Wird Millionar","GameBoy Advance","Zoo Digital","Germany","German","","","-Q","","q-wmm.zip","2002-11-06","WWTBAM","AGB-A55D-NOE","1.0","0Fh","08D71A89h","32 Mbit","No Save","",""
"720","The Fairly OddParents - Enter The Cleft","GameBoy Advance","THQ","USA","English","","","Mode7","","m7-cleft.zip","2002-11-06","FAIRLYODDPAR","AGB-AFVE-USA","1.0","3Fh","4B48D718h","32 Mbit","No Save","",""
"721","Harry Potter and the Chamber of Secrets","GameBoy Advance","Electronic Arts","USA","Multi 12","","","Mode7","","m7-harry.zip","2002-11-06","HPOTTER COS","AGB-A7HE-USA","1.0","B2h","F4361BD7h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"722","Contra Advance - The Alien Wars EX","GameBoy Advance","Konami","USA","English","","","Mode7","","m7-cntra.zip","2002-11-07","CONTRAADVANC","AGB-AAWE-USA","1.0","4Ah","D280B988h","32 Mbit","No Save","",""
"723","Frogger's Adventure 2 - The Lost Wand","GameBoy Advance","Konami","USA","Multi 2","","","Mode7","","m7-frog2.zip","2002-11-07","FG2 THE LOST","AGB-AFBE-USA","1.0","ACh","A0647947h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"724","Kawaii Pet Shop Monogatari 3","GameBoy Advance","Pacific Century","Japan","Japanese","","","Chakky","","chk-pet3.zip","2002-11-10","PETSHOP3","AGB-A63J-JPN","1.0","8Fh","39AEFB7Bh","32 Mbit","EEPROM_V122 (64Kbit)","",""
"725","Smuggler's Run","GameBoy Advance","Zoo Digital","Europe","Multi 5","","","Squirrels","","sql-smug.zip","2002-11-11","SMUGGLERSRUN","AGB-ASGP-EUR","1.0","F7h","3AE0AFC8h","64 Mbit","No Save","",""
"726","The Powerpuff Girls - Him and Seek","GameBoy Advance","BAM!","Europe","Multi 4","","","Lightforce","","lfc-hnsm.zip","2002-11-11","PPG HIMNSEEK","AGB-AP5P-EUR","1.0","5Eh","0BFED765h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"727","Agassi Tennis Generation 2002","GameBoy Advance","Cryo","Europe","Multi 5","","","Mode7","","m7-atg22.zip","2002-11-11","AGASSI TENNI","AGB-ACEP-EUR","1.0","59h","5C3C29BEh","32 Mbit","No Save","",""
"728","Zidane Football Generation 2002","GameBoy Advance","Cryo","Europe","Multi 5","","","Mode7","","m7-zg2k2.zip","2002-11-11","ZIDANE FOOTB","AGB-AZDP-EUR","1.0","44h","59E2635Fh","32 Mbit","No Save","",""
"729","Defender","GameBoy Advance","Midway","USA","English","","","Venom","","v-defend.zip","2002-11-12","DEFENDER","AGB-A2FE-USA","1.0","9Dh","2E271C13h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"730","Star Wars - The New Droid Army","GameBoy Advance","THQ","USA","English","","","Venom","","v-droid.zip","2002-11-12","STAR WARS: T","AGB-A2WE-USA","1.0","8Eh","59C52F98h","64 Mbit","No Save","",""
"731","Disney Sports Soccer","GameBoy Advance","Konami","USA","English","","","Venom","","v-dssocc.zip","2002-11-12","DS_SOCCER_U","AGB-A6DE-USA","1.0","73h","2F1316D2h","128 Mbit","EEPROM_V122 (64Kbit)","",""
"732","Dan Doh!! Xi","GameBoy Advance","NetVillage","Japan","Japanese","","","Eurasia","","eur-dand.zip","2002-11-13","DANDOHXI","AGB-AXHJ-JPN","1.0","57h","F4236679h","64 Mbit","SRAM_V112 (256Kbit)","",""
"733","Lara Croft Tomb Raider - The Prophecy","GameBoy Advance","Ubi Soft","Europe","Multi 5","","","Mode7","","m7-tombr.zip","2002-11-13","TOMB-RAIDER","AGB-AL9P-EUR","1.0","C0h","2CEE6083h","64 Mbit","No Save","",""
"734","The Mummy","GameBoy Advance","Ubi Soft","Europe","Multi 5","","","Menace","","mnc-tmmy.zip","2002-11-13","THE MUMMY","AGB-AUMP-EUR","1.0","23h","B0F3799Fh","32 Mbit","No Save","",""
"735","Contra Hard Spirits","GameBoy Advance","Konami","Japan","Japanese","","","Cezar","","c-contra.zip","2002-11-13","CONTRAADVANC","AGB-AAWJ-JPN","1.0","28h","A817AA47h","32 Mbit","No Save","",""
"736","FIFA 2003","GameBoy Advance","Electronic Arts","USA","Multi 6","","","Mode7","","m7-fifa.zip","2002-11-14","FIFA","AGB-AFJE-USA","1.0","B6h","81F58837h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"737","Shin Megami Tensei - Devil Children - Yami no Sho","GameBoy Advance","Atlus","Japan","Japanese","","","Cezar","","c-shinya.zip","2002-11-14","DEBITIRUYAMI","AGB-AC5J-JPN","1.0","3Fh","E0E153B7h","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"738","One Piece - Nanatsu Shima no Daihihou","GameBoy Advance","Banpresto","Japan","Japanese","","","Cezar","","c-opiece.zip","2002-11-14","ONPI7TSUJIMA","AGB-AO7J-JPN","1.0","39h","FD4CE9C8h","64 Mbit","SRAM_V112 (256Kbit)","",""
"739","The Pink Panther","GameBoy Advance","Wanadoo","Europe","Multi 5","","","Patience","","ptc-pinkp.zip","2002-11-15","PINK PANTHER","AGB-AP7P-EUR","1.0","47h","8859B808h","64 Mbit","No Save","",""
"740","The Revenge of Shinobi","GameBoy Advance","THQ","USA","English","","","Venom","","v-shinob.zip","2002-11-16","REVENGEOFSHI","AGB-A3RE-USA","1.0","52h","E9339304h","64 Mbit","No Save","",""
"741","Rocky","GameBoy Advance","Ubi Soft","USA","Multi 5","","","Venom","","v-rocky.zip","2002-11-16","ROCKY BOXING","AGB-AR8E-USA","1.0","6Dh","4F9B1E6Eh","64 Mbit","EEPROM_V122 (4Kbit) (Patched)","",""
"742","Korokke Yume no Bunker Survival","GameBoy Advance","Konami","Japan","Japanese","","","Patience","","ptc-cybs.zip","2002-11-17","CROKET!","AGB-A6CJ-JPN","1.0","EFh","A2AAD079h","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"743","Hot Wheels - Velocity X","GameBoy Advance","THQ","USA","English","","","Patience","","ptc-hwvx.zip","2002-11-17","HOT WHEELS V","AGB-AH8E-USA","1.0","93h","9592F553h","64 Mbit","No Save","",""
"744","Mary-Kate and Ashley - Sweet 16","GameBoy Advance","Acclaim","USA","English","","","Patience","","ptc-ma16.zip","2002-11-17","MKASWEET16","AGB-AAYE-USA","1.0","03h","5FE092C6h","32 Mbit","No Save","",""
"745","Rugrats - I Gotta Go Party","GameBoy Advance","THQ","USA","English","","","Patience","","ptc-rggp.zip","2002-11-17","RR GO PARTY","AGB-AR5E-USA","1.0","CBh","DF167D1Dh","32 Mbit","No Save","",""
"746","Hamster Gurakubu 3","GameBoy Advance","Jordan","Japan","Japanese","","","Polla","","pol-ham3.zip","2002-11-17","HAM-CLUB3","AGB-AJHJ-JPN","1.0","59h","8173F699h","64 Mbit","SRAM_V112 (256Kbit)","",""
"747","Super Robot Taisen Original Generation","GameBoy Advance","Banpresto","Japan","Japanese","","","Eurasia","","eur-srto.zip","2002-11-18","SRWOG","AGB-AOGJ-JPN","1.0","21h","558BDD94h","64 Mbit","FLASH_V126 (512Kbit)","",""
"748","Monster Rancher Advance 2","GameBoy Advance","Tecmo","USA","English","","","Venom","","v-monraz.zip","2002-11-18","MONSTERRANC2","AGB-A2QE-USA","1.0","4Fh","1D695B1Bh","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"749","Island Xtreme Stunts","GameBoy Advance","Electronic Arts","USA","English","","","Venom","","v-island.zip","2002-11-18","ISLAND XTREM","AGB-AXTE-USA","1.0","45h","3BEB5446h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"750","Galidor - Defenders of the Outer Dimension","GameBoy Advance","Electronic Arts","USA","Multi 9","","","Venom","","v-galidr.zip","2002-11-18","GALIDOR","AGB-AG8E-USA","1.0","DBh","4D8F49F9h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"751","Rocket Power - Beach Bandits","GameBoy Advance","THQ","USA","English","","","Venom","","v-rpband.zip","2002-11-18","RCKTPWRBCHBN","AGB-AR4E-USA","1.0","4Ch","13695669h","32 Mbit","No Save","",""
"752","The Wild Thornberrys - The Movie","GameBoy Advance","THQ","USA","English","","","Venom","","v-wildtm.zip","2002-11-18","THORNBERRYS","AGB-AWLE-USA","1.0","57h","4E2C47BCh","32 Mbit","No Save","",""
"753","Mortal Kombat - Deadly Alliance","GameBoy Advance","Midway","USA","Multi 5","","","Mode7","","m7-mkda.zip","2002-11-20","MKALLIANCE","AGB-AXDE-USA","1.0","E5h","94356EE2h","128 Mbit","EEPROM_V122 (4Kbit)","",""
"754","Shrek Hassle at the Castle","GameBoy Advance","TDK","Europe","Multi 6","","","Independent","","ind-sheu.zip","2002-11-20","SHREK HATC","AGB-AH4P-EUR","1.0","FEh","CD8E4F85h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"755","Metroid - Fusion","GameBoy Advance","Nintendo","Europe","Multi 5","","","FlashAdvance","","fa-metrf.zip","2002-11-20","METROID4EUR","AGB-AMTP-EUR","1.0","8Ah","974E46ABh","64 Mbit","SRAM_V112 (256Kbit)","",""
"756","Shin Megami Tensei - Devil Children - Hikari no Sho","GameBoy Advance","Atlus","Japan","Japanese","","","Cezar","","c-shinhi.zip","2002-11-20","DEBITIRUHIKA","AGB-AL4J-JPN","1.0","4Ah","5D7EE5AFh","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"757","Pokemon Sapphire","GameBoy Advance","Nintendo","Japan","Japanese","","","GBANow","","gbn-pknsh.zip","2002-11-21","POKEMON SAPP","AGB-AXPJ-JPN","1.0","50h","3FD59361h","64 Mbit","FLASH1M_V103 (1024Kbit)","",""
"758","Dungeons and Dragons - Eye of the Beholder","GameBoy Advance","Infogrames","Europe","Multi 5","","","Patience","","ptc-dade.zip","2002-11-21","DUNGEONS AND","AGB-AD4P-EUR","1.0","8Bh","26351555h","32 Mbit","SRAM_F_V102 (256Kbit)","",""
"759","Napoleon - L'Aigle de Guerre","GameBoy Advance","Nintendo","France","French","","","Patience","","ptc-napo.zip","2002-11-21","NAPOLEON F","AGB-ANPF-NOE","1.0","09h","36A0E152h","64 Mbit","SRAM_V112 (256Kbit)","",""
"760","Pokemon Ruby","GameBoy Advance","Nintendo","Japan","Japanese","","","GBANow","","gbn-pkmrb.zip","2002-11-21","POKEMON RUBY","AGB-AXVJ-JPN","1.0","3Ch","F5771D74h","64 Mbit","FLASH1M_V103 (1024Kbit)","",""
"761","Fantasic Marchen Keekiyasan Monogatari and Doubutsu CharaNavi Uranai Koseishinrigaku","GameBoy Advance","Culture Brain","Japan","Japanese","","","Evasion","","eva-fanm.zip","2002-11-21","CAKE STORY","AGB-AAXJ-JPN","1.0","D5h","EC60D573h","64 Mbit","EEPROM_V122 (64Kbit)","",""
"762","Scan Hunter","GameBoy Advance","Pacific Century","Japan","Japanese","","","Evasion","","eva-scan.zip","2002-11-21","SCAN HUNTER","AGB-A57J-JPN","1.0","C7h","BCD9AA71h","64 Mbit","SRAM_F_V102 (256Kbit)","",""
"763","Super Monkey Ball Jr","GameBoy Advance","THQ","USA","English","","","Venom","","v-smbjr.zip","2002-11-21","MONKEYBALLJR","AGB-ALUE-USA","1.0","31h","0A8031F0h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"764","EggMania Tsukande! Mawashite! Dossun Puzzle","GameBoy Advance","Kemco","Japan","Japanese","","","Evasion","","eva-eggo.zip","2002-11-21","EGGOMANIA","AGB-AEMJ-JPN","1.0","42h","4BEAB3ACh","32 Mbit","No Save","",""
"765","Moto GP","GameBoy Advance","M²TO","Japan","Japanese","","","Evasion","","eva-mgpj.zip","2002-11-21","MOTOGP","AGB-AM4J-JPN","1.0","E1h","4F6D7E49h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"766","Card Party","GameBoy Advance","Media Kite","Japan","Japanese","","","Evasion","","eva-cpar.zip","2002-11-21","AGB-P-A8CJ","AGB-A8CJ-JPN","1.0","4Eh","3D5A2C07h","64 Mbit","No Save","",""
"767","Silent Scope","GameBoy Advance","Konami","Japan","Japanese","","","Evasion","","eva-ssj.zip","2002-11-21","SILENT SCOPE","AGB-AIPJ-JPN","1.0","32h","8AB024E0h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"768","Earthworm Jim 2","GameBoy Advance","Vivendi","Europe","Multi 5","","","Patience","","ptc-ewj2.zip","2002-11-22","EARTHWORM JI","AGB-AJ4P-EUR","1.0","5Bh","D211E8DAh","64 Mbit","No Save","",""
"769","Disney's Tarzan - L'appel de la Jungle","GameBoy Advance","Activision","France","French","","","Patience","","ptc-trtj.zip","2002-11-22","DISNEY TARZA","AGB-AJGF-NOE","1.0","64h","35AB002Eh","64 Mbit","EEPROM_V122 (4Kbit)","",""
"770","Phantasy Star Collection","GameBoy Advance","THQ","USA","English","","","Mode7","","m7-pstar.zip","2002-11-22","PHANTASYSTAR","AGB-AYCE-USA","1.0","1Eh","D94C9AFEh","64 Mbit","EEPROM_V120 (64Kbit)","",""
"771","Gauntlet - Dark Legacy","GameBoy Advance","Midway","USA","English","","","Mode7","","m7-dgl.zip","2002-11-22","GAUNTLET_DL","AGB-AYGE-USA","1.0","5Fh","E99DE964h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"772","Disney's Kim Possible - Revenge of Monkey","GameBoy Advance","Ubi Soft","USA","English","","","Mode7","","m7-kimpo.zip","2002-11-23","KIM POSSIBLE","AGB-AEYE-USA","1.0","46h","B9565EEEh","64 Mbit","No Save","",""
"773","Minority Report","GameBoy Advance","Activision","USA","English","","","Venom","","v-minrep.zip","2002-11-24","MINORITY REP","AGB-ARME-USA","1.0","43h","3D56EAD6h","64 Mbit","EEPROM_V120 (4Kbit)","",""
"774","Altered Beast - Guardian of the Realms","GameBoy Advance","THQ","USA","English","","","Venom","","v-abeast.zip","2002-11-26","ALTEREDBEAST","AGB-AARE-USA","1.0","59h","C4955F69h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"775","Kirby - Nightmare in Dreamland","GameBoy Advance","Nintendo","USA","English","","","Mode7","","m7-kirby.zip","2002-11-26","AGB KIRBY DX","AGB-A7KE-USA","1.0","C1h","5086113Bh","64 Mbit","SRAM_V112 (256Kbit)","",""
"776","The Legend Of Zelda - A Link To The Past","GameBoy Advance","Nintendo","USA","English","","","Mode7","","m7-zelda.zip","2002-11-26","GBAZELDA","AGB-AZLE-USA","1.0","8Ah","03FD6B13h","64 Mbit","EEPROM_V122 (64Kbit) (Patched)","",""
"777","Disney's Treasure Planet","GameBoy Advance","Ubi Soft","Europe","Multi 6","","","Patience","","ptc-dstp.zip","2002-11-27","DIS T PLANET","AGB-AZQP-EUR","1.0","78h","D52DDCE1h","64 Mbit","No Save","",""
"778","Street Fighter Alpha 3","GameBoy Advance","Ubi Soft","Europe","English","","","Quartex","","qtxsfa3m.zip","2002-11-27","STREET FIGHT","AGB-AZUP-EUR","1.0","43h","37BD9134h","64 Mbit","EEPROM_V122 (64Kbit)","",""
"779","Titeuf - Ze Gagmachine","GameBoy Advance","Infogrames","France","French","","","Patience","","ptc-zgag.zip","2002-11-27","TITEUF ZE GA","AGB-AT7F-NOE","1.0","A0h","47BC61B5h","32 Mbit","No Save","",""
"780","Legends of Wrestling 2","GameBoy Advance","Acclaim","USA","English","","","Venom","","v-legend.zip","2002-11-28","LEGENDS OF W","AGB-A2LE-USA","1.0","B9h","84440066h","64 Mbit","EEPROM_V122 (4Kbit)","",""
"781","Choro Q Advance 2","GameBoy Advance","Takara","Japan","Japanese","","","Eurasia","","eur-cqa2.zip","2002-11-28","CQADVANCE2","AGB-AQ2J-JPN","1.0","13h","F5ED5F14h","32 Mbit","SRAM_F_V102 (256Kbit)","",""
"782","Jikkyou World Soccer Pocket 2","GameBoy Advance","Konami","Japan","Japanese","","","Independent","","ind-jwsp2.zip","2002-11-29","WS POCKET 2","AGB-AJKJ-JPN","1.0","DAh","B80AA966h","64 Mbit","EEPROM_V122 (64Kbit)","",""
"783","Medal of Honor - Underground","GameBoy Advance","Electronic Arts","USA","Multi 6","","","Mode7","","m7-mohg.zip","2002-11-29","MEDALOFHONOR","AGB-AUGE-USA","1.0","4Fh","6239150Ah","64 Mbit","No Save","",""
"784","Star Wars - The New Droid Army","GameBoy Advance","THQ","Europe","Multi 4","","","Patience","","ptc-star.zip","2002-11-30","STAR WARS: T","AGB-A2WP-EUR","1.0","83h","677854AFh","64 Mbit","No Save","",""
"785","Zapper","GameBoy Advance","Infogrames","USA","English","","","DCS","","dcs-zapr.zip","2002-11-30","ZAPPER","AGB-AZPE-USA","1.0","E8h","1B620F35h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"786","Carrera Power Slide","GameBoy Advance","Tiertex Design Studios","Europe","Multi 6","","","Venom","","v-carera.zip","2002-12-02","CARRERA POWE","AGB-AEDP-EUR","1.0","4Eh","E88A38F4h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"787","RockMan EXE 3","GameBoy Advance","Capcom","Japan","Japanese","","","Eurasia","","eur-exe3.zip","2002-12-03","ROCKMAN_EXE3","AGB-A6BJ-JPN","1.0","67h","1C57724Eh","64 Mbit","SRAM_V112 (256Kbit)","",""
"788","Worms Blast","GameBoy Advance","Ubi Soft","Europe","Multi 5","","","Patience","","ptc-worm.zip","2002-12-04","WORMS BLAST","AGB-AWBP-EUR","1.0","94h","3C103BE8h","64 Mbit","No Save","",""
"789","Les Razmoket - A Moi La Fiesta","GameBoy Advance","THQ","France","French","","","Patience","","ptc-iggp","2002-12-04","RR GO PARTY","AGB-AR5F-NOE","1.0","CAh","4130F7D0h","32 Mbit","No Save","",""
"790","Qui Veut Gagner Des Millions","GameBoy Advance","Zoo Digital","France","French","","","Patience","","ptc-whow.zip","2002-12-04","WWTBAM","AGB-A55F-NOE","1.0","0Dh","8F33BD3Fh","32 Mbit","No Save","",""
"791","Hardcore Pinball","GameBoy Advance","Telegames","USA","English","","","Quartex","","qtx-hcp.zip","2002-12-05","HCPINBALL","AGB-AH6E-USA","1.0","3Eh","5466C757h","32 Mbit","EEPROM_V122 (4Kbit)","",""
"792","Ballistic - Ecks vs. Sever 2","GameBoy Advance","BAM!","Europe","Multi 5","","","Patience","","ptc-ecks.zip","2002-12-07","ECKS VS SEV2","AGB-AEEP-EUR","1.0","85h","83297D13h","64 Mbit","No Save","",""
"793","Turok Evolution","GameBoy Advance","Acclaim","USA","English","","","Dumper","","dum-turu.zip","2002-12-07","TUROK EVOL","AGB-AT4E-USA","1.0","F2h","4EDAC27Ah","64 Mbit","No Save","",""
"794","Dave Mirra Freestyle BMX 3","GameBoy Advance","Acclaim","USA","English","","","Menace","","mnc-bmx3.zip","2002-12-08","DAVE MIRRA 3","AGB-AB3E-USA","1.0","E2h","8D8F26A5h","64 Mbit","EEPROM_V122 (64Kbit)","",""
"795","Derby Stallion Advance","GameBoy Advance","Enterbrain","Japan","Japanese","","","Polla","","pol-derb.zip","2002-12-08","PBDRBYSTLON","AGB-A8PJ-JPN","1.0","58h","9746EF12h","32 Mbit","FLASH_V126 (512Kbit)","",""
"796","Kinnnikuman Nisei Seigi Choujin he no Michi","GameBoy Advance","Banpresto","Japan","Japanese","","","Polla","","pol-kinn.zip","2002-12-09","KINNIKUMAN21","AGB-AK2J-JPN","1.0","74h","3FE9C701h","128 Mbit","EEPROM_V122 (4Kbit)","",""
"797","Harry Potter to Himitsu no Heya","GameBoy Advance","Electronic Arts","Japan","Japanese","","","Evasion","","eva-hpsj.zip","2002-12-10","HPOTTER COS","AGB-A7HJ-JPN","1.0","B8h","B485DABFh","64 Mbit","EEPROM_V122 (4Kbit)","",""
"798","Shaman King Chou Senjiryokketsu 3","GameBoy Advance","King Records","Japan","Japanese","","","Eurasia","","eur-csr3.zip","2002-12-11","SHAMAN KING3","AGB-AL3J-JPN","1.0","8Dh","2BCF66D4h","128 Mbit","SRAM_V112 (256Kbit)","",""
"799","Woody Woodpecker In Crazy Castle 5","GameBoy Advance","Kemco","Europe","Multi 3","","","Mode7","","m7-woody.zip","2002-12-11","WWCC5","AGB-AWWP-EUR","1.0","2Ch","092B3DCEh","32 Mbit","EEPROM_V122 (4Kbit)","",""
